,var_id,var_name,data_year
184,f1121514,"m.d.'s,_total_ptn_care_non_fed",0
185,f1121513,"m.d.'s,_total_ptn_care_non_fed",0
186,f1121512,"m.d.'s,_total_ptn_care_non_fed",0
187,f1121511,"m.d.'s,_total_ptn_care_non_fed",0
188,f1121510,"m.d.'s,_total_ptn_care_non_fed",0
189,f1121505,"m.d.'s,_total_ptn_care_non_fed",0
190,f1121500,"m.d.'s,_total_ptn_care_non_fed",0
191,f0460319,"m.d.'s,_pc,_off_based_non_fed",0
192,f0460318,"m.d.'s,_pc,_off_based_non_fed",0
193,f0460317,"m.d.'s,_pc,_off_based_non_fed",0
194,f0460316,"m.d.'s,_pc,_off_based_non_fed",0
195,f0460315,"m.d.'s,_pc,_off_based_non_fed",0
196,f0460314,"m.d.'s,_pc,_off_based_non_fed",0
197,f0460313,"m.d.'s,_pc,_off_based_non_fed",0
198,f0460312,"m.d.'s,_pc,_off_based_non_fed",0
199,f0460311,"m.d.'s,_pc,_off_based_non_fed",0
200,f0460310,"m.d.'s,_pc,_off_based_non_fed",0
201,f0460305,"m.d.'s,_pc,_off_based_non_fed",0
202,f1121619,"mds,_tot_hosp_based_pc_non_fed",0
203,f1121618,"mds,_tot_hosp_based_pc_non_fed",0
204,f1121617,"mds,_tot_hosp_based_pc_non_fed",0
205,f1121616,"mds,_tot_hosp_based_pc_non_fed",0
206,f1121615,"mds,_tot_hosp_based_pc_non_fed",0
207,f1121614,"mds,_tot_hosp_based_pc_non_fed",0
208,f1121613,"mds,_tot_hosp_based_pc_non_fed",0
209,f1121612,"mds,_tot_hosp_based_pc_non_fed",0
210,f1121611,"mds,_tot_hosp_based_pc_non_fed",0
211,f1121610,"mds,_tot_hosp_based_pc_non_fed",0
212,f1121605,"mds,_tot_hosp_based_pc_non_fed",0
213,f1249919,"m.d.'s,_total_pc,_hosp_resident",0
214,f1249918,"m.d.'s,_total_pc,_hosp_resident",0
215,f1249917,"m.d.'s,_total_pc,_hosp_resident",0
216,f1249916,"m.d.'s,_total_pc,_hosp_resident",0
217,f1249915,"m.d.'s,_total_pc,_hosp_resident",0
218,f1249914,"m.d.'s,_total_pc,_hosp_resident",0
219,f1249913,"m.d.'s,_total_pc,_hosp_resident",0
220,f1249912,"m.d.'s,_total_pc,_hosp_resident",0
221,f1249911,"m.d.'s,_total_pc,_hosp_resident",0
222,f1249910,"m.d.'s,_total_pc,_hosp_resident",0
223,f1249905,"m.d.'s,_total_pc,_hosp_resident",0
224,f0460519,"m.d.'s,_total_pc,_hosp_ft_staff",0
225,f0460518,"m.d.'s,_total_pc,_hosp_ft_staff",0
226,f0460517,"m.d.'s,_total_pc,_hosp_ft_staff",0
227,f0460516,"m.d.'s,_total_pc,_hosp_ft_staff",0
228,f0460515,"m.d.'s,_total_pc,_hosp_ft_staff",0
229,f0460514,"m.d.'s,_total_pc,_hosp_ft_staff",0
230,f0460513,"m.d.'s,_total_pc,_hosp_ft_staff",0
231,f0460512,"m.d.'s,_total_pc,_hosp_ft_staff",0
232,f0460511,"m.d.'s,_total_pc,_hosp_ft_staff",0
233,f0460510,"m.d.'s,_total_pc,_hosp_ft_staff",0
234,f0460505,"m.d.'s,_total_pc,_hosp_ft_staff",0
235,f1121719,"m.d.'s,_total_oth_prof_activity",0
236,f1121718,"m.d.'s,_total_oth_prof_activity",0
237,f1121717,"m.d.'s,_total_oth_prof_activity",0
238,f1121716,"m.d.'s,_total_oth_prof_activity",0
239,f1121715,"m.d.'s,_total_oth_prof_activity",0
240,f1121714,"m.d.'s,_total_oth_prof_activity",0
241,f1121713,"m.d.'s,_total_oth_prof_activity",0
242,f1121712,"m.d.'s,_total_oth_prof_activity",0
243,f1121711,"m.d.'s,_total_oth_prof_activity",0
244,f1121710,"m.d.'s,_total_oth_prof_activity",0
245,f1121705,"m.d.'s,_total_oth_prof_activity",0
246,f0460619,"m.d.'s,_total_administration",0
247,f0460618,"m.d.'s,_total_administration",0
248,f0460617,"m.d.'s,_total_administration",0
249,f0460616,"m.d.'s,_total_administration",0
250,f0460615,"m.d.'s,_total_administration",0
251,f0460614,"m.d.'s,_total_administration",0
252,f0460613,"m.d.'s,_total_administration",0
253,f0460612,"m.d.'s,_total_administration",0
254,f0460611,"m.d.'s,_total_administration",0
255,f0460610,"m.d.'s,_total_administration",0
256,f0460605,"m.d.'s,_total_administration",0
257,f0460719,"m.d.'s,_total_teaching",0
258,f0460718,"m.d.'s,_total_teaching",0
259,f0460717,"m.d.'s,_total_teaching",0
260,f0460716,"m.d.'s,_total_teaching",0
261,f0460715,"m.d.'s,_total_teaching",0
262,f0460714,"m.d.'s,_total_teaching",0
263,f0460713,"m.d.'s,_total_teaching",0
264,f0460712,"m.d.'s,_total_teaching",0
265,f0460711,"m.d.'s,_total_teaching",0
266,f0460710,"m.d.'s,_total_teaching",0
267,f0460705,"m.d.'s,_total_teaching",0
268,f1106819,"m.d.'s,_total_research",0
269,f1106818,"m.d.'s,_total_research",0
270,f1106817,"m.d.'s,_total_research",0
271,f1106816,"m.d.'s,_total_research",0
272,f1106815,"m.d.'s,_total_research",0
273,f1106814,"m.d.'s,_total_research",0
274,f1106813,"m.d.'s,_total_research",0
275,f1106812,"m.d.'s,_total_research",0
276,f1106811,"m.d.'s,_total_research",0
277,f1106810,"m.d.'s,_total_research",0
278,f1106805,"m.d.'s,_total_research",0
279,f0460919,"m.d.'s,_total_other",0
280,f0460918,"m.d.'s,_total_other",0
281,f0460917,"m.d.'s,_total_other",0
282,f0460916,"m.d.'s,_total_other",0
283,f0460915,"m.d.'s,_total_other",0
284,f0460914,"m.d.'s,_total_other",0
285,f0460913,"m.d.'s,_total_other",0
286,f0460912,"m.d.'s,_total_other",0
287,f0460911,"m.d.'s,_total_other",0
288,f0460910,"m.d.'s,_total_other",0
289,f0460905,"m.d.'s,_total_other",0
290,f0461019,"md's,_total_gen_pract,_total",0
291,f0461015,"md's,_total_gen_pract,_total",0
292,f0461010,"md's,_total_gen_pract,_total",0
293,f1106919,"md's,_tot_gen_pract,tot_ptn_cr",0
294,f1106915,"md's,_tot_gen_pract,tot_ptn_cr",0
295,f1106910,"md's,_tot_gen_pract,tot_ptn_cr",0
296,f0886019,"md's,_tot_gen_pract,_pc,off_bsd",0
297,f0886018,"md's,_tot_gen_pract,_pc,off_bsd",0
298,f0886017,"md's,_tot_gen_pract,_pc,off_bsd",0
299,f0886016,"md's,_tot_gen_pract,_pc,off_bsd",0
300,f0886015,"md's,_tot_gen_pract,_pc,off_bsd",0
301,f0886014,"md's,_tot_gen_pract,_pc,off_bsd",0
302,f0886013,"md's,_tot_gen_pract,_pc,off_bsd",0
303,f0886012,"md's,_tot_gen_pract,_pc,off_bsd",0
304,f0886011,"md's,_tot_gen_pract,_pc,off_bsd",0
305,f0886010,"md's,_tot_gen_pract,_pc,off_bsd",0
306,f0886005,"md's,_tot_gen_pract,_pc,off_bsd",0
307,f1250019,"md's,_tot_gen_pract,_pc,hsp_res",0
308,f1250015,"md's,_tot_gen_pract,_pc,hsp_res",0
309,f1250010,"md's,_tot_gen_pract,_pc,hsp_res",0
310,f0461319,"md's,tot_gen_prac,pc,hsp_ft_stf",0
311,f0461315,"md's,tot_gen_prac,pc,hsp_ft_stf",0
312,f0461310,"md's,tot_gen_prac,pc,hsp_ft_stf",0
313,f0461419,"md's,_tot_gen_pract,_administ",0
314,f0461415,"md's,_tot_gen_pract,_administ",0
315,f0461410,"md's,_tot_gen_pract,_administ",0
316,f0461519,"md's,_tot_gen_pract,_teaching",0
317,f0461515,"md's,_tot_gen_pract,_teaching",0
318,f0461510,"md's,_tot_gen_pract,_teaching",0
319,f1107119,"md's,_tot_gen_pract,_research",0
320,f1107115,"md's,_tot_gen_pract,_research",0
321,f1107110,"md's,_tot_gen_pract,_research",0
322,f0461719,"md's,_tot_gen_pract,_other",0
323,f0461715,"md's,_tot_gen_pract,_other",0
324,f0461710,"md's,_tot_gen_pract,_other",0
325,f0994719,"md's,_gen_pract,_total",0
326,f0994715,"md's,_gen_pract,_total",0
327,f0994710,"md's,_gen_pract,_total",0
328,f1107219,"md's,_gen_pract,_total_ptn_care",0
329,f1107215,"md's,_gen_pract,_total_ptn_care",0
330,f1107210,"md's,_gen_pract,_total_ptn_care",0
331,f0994919,"md's,_gen_pract,_pc,_office_bsd",0
332,f0994915,"md's,_gen_pract,_pc,_office_bsd",0
333,f0994910,"md's,_gen_pract,_pc,_office_bsd",0
334,f0995019,"md's,_gen_pract,_pc,_hsp_rsdnt",0
335,f0995015,"md's,_gen_pract,_pc,_hsp_rsdnt",0
336,f0995010,"md's,_gen_pract,_pc,_hsp_rsdnt",0
337,f0995119,"md's,_gen_pract,_pc,_hsp_ft_stf",0
338,f0995115,"md's,_gen_pract,_pc,_hsp_ft_stf",0
339,f0995110,"md's,_gen_pract,_pc,_hsp_ft_stf",0
340,f0995219,"md's,_gen_pract,_administration",0
341,f0995215,"md's,_gen_pract,_administration",0
342,f0995210,"md's,_gen_pract,_administration",0
343,f0995319,"md's,_gen_pract,_teaching",0
344,f0995315,"md's,_gen_pract,_teaching",0
345,f0995310,"md's,_gen_pract,_teaching",0
346,f1107419,"md's,_gen_pract,_research",0
347,f1107415,"md's,_gen_pract,_research",0
348,f1107410,"md's,_gen_pract,_research",0
349,f0995519,"md's,_gen_pract,_other",0
350,f0995515,"md's,_gen_pract,_other",0
351,f0995510,"md's,_gen_pract,_other",0
352,f1199619,"md's,_fam_med_gen,_total",0
353,f1199615,"md's,_fam_med_gen,_total",0
354,f1199610,"md's,_fam_med_gen,_total",0
355,f1199719,"md's,_fam_med_gen,_tot_ptn_cr",0
356,f1199715,"md's,_fam_med_gen,_tot_ptn_cr",0
357,f1199710,"md's,_fam_med_gen,_tot_ptn_cr",0
358,f1199819,"md's,_fam_med_gen,pc,off_bsd",0
359,f1199815,"md's,_fam_med_gen,pc,off_bsd",0
360,f1199810,"md's,_fam_med_gen,pc,off_bsd",0
361,f1250119,"md's,_fam_med_gen,pc,hsp_rsdnt",0
362,f1250115,"md's,_fam_med_gen,pc,hsp_rsdnt",0
363,f1250110,"md's,_fam_med_gen,pc,hsp_rsdnt",0
364,f1200119,"md's,_fam_med_gen,hsp_ft_staff",0
365,f1200115,"md's,_fam_med_gen,hsp_ft_staff",0
366,f1200110,"md's,_fam_med_gen,hsp_ft_staff",0
367,f1200219,"md's,_fam_med_gen,administratn",0
368,f1200215,"md's,_fam_med_gen,administratn",0
369,f1200210,"md's,_fam_med_gen,administratn",0
370,f1200319,"md's,_fam_med_gen,teaching",0
371,f1200315,"md's,_fam_med_gen,teaching",0
372,f1200310,"md's,_fam_med_gen,teaching",0
373,f1200419,"md's,_fam_med_gen,research",0
374,f1200415,"md's,_fam_med_gen,research",0
375,f1200410,"md's,_fam_med_gen,research",0
376,f1200519,"md's,_fam_med_gen,other",0
377,f1200515,"md's,_fam_med_gen,other",0
378,f1200510,"md's,_fam_med_gen,other",0
379,f1200619,"md's,_fam_med_subspec,_total",0
380,f1200615,"md's,_fam_med_subspec,_total",0
381,f1200610,"md's,_fam_med_subspec,_total",0
382,f1200719,"md's,_fam_med_subsp,tot_ptn_cr",0
383,f1200715,"md's,_fam_med_subsp,tot_ptn_cr",0
384,f1200710,"md's,_fam_med_subsp,tot_ptn_cr",0
385,f1200819,"md's,_fam_med_subsp,pc,off_bsd",0
386,f1200815,"md's,_fam_med_subsp,pc,off_bsd",0
387,f1200810,"md's,_fam_med_subsp,pc,off_bsd",0
388,f1250219,"md's,_fam_med_subsp,pc,hsp_res",0
389,f1250215,"md's,_fam_med_subsp,pc,hsp_res",0
390,f1250210,"md's,_fam_med_subsp,pc,hsp_res",0
391,f1201119,"md's,_fam_med_subsp,hsp_ft_stf",0
392,f1201115,"md's,_fam_med_subsp,hsp_ft_stf",0
393,f1201110,"md's,_fam_med_subsp,hsp_ft_stf",0
394,f1201219,"md's,_fam_med_subsp,admin",0
395,f1201215,"md's,_fam_med_subsp,admin",0
396,f1201210,"md's,_fam_med_subsp,admin",0
397,f1201319,"md's,_fam_med_subsp,teaching",0
398,f1201315,"md's,_fam_med_subsp,teaching",0
399,f1201310,"md's,_fam_med_subsp,teaching",0
400,f1201419,"md's,_fam_med_subsp,research",0
401,f1201415,"md's,_fam_med_subsp,research",0
402,f1201410,"md's,_fam_med_subsp,research",0
403,f1201519,"md's,_fam_med_subsp,other",0
404,f1201515,"md's,_fam_med_subsp,other",0
405,f1201510,"md's,_fam_med_subsp,other",0
406,f0461819,"med_spec_tot,_total",0
407,f0461815,"med_spec_tot,_total",0
408,f0461810,"med_spec_tot,_total",0
409,f1107819,"med_spec_tot,_total_patn_care",0
410,f1107815,"med_spec_tot,_total_patn_care",0
411,f1107810,"med_spec_tot,_total_patn_care",0
412,f0886119,"med_spec_tot,_pc,_office_based",0
413,f0886118,"med_spec_tot,_pc,_office_based",0
414,f0886117,"med_spec_tot,_pc,_office_based",0
415,f0886116,"med_spec_tot,_pc,_office_based",0
416,f0886115,"med_spec_tot,_pc,_office_based",0
417,f0886114,"med_spec_tot,_pc,_office_based",0
418,f0886113,"med_spec_tot,_pc,_office_based",0
419,f0886112,"med_spec_tot,_pc,_office_based",0
420,f0886111,"med_spec_tot,_pc,_office_based",0
421,f0886110,"med_spec_tot,_pc,_office_based",0
422,f0886105,"med_spec_tot,_pc,_office_based",0
423,f1250319,"med_spec_tot,_pc,_hosp_resident",0
424,f1250315,"med_spec_tot,_pc,_hosp_resident",0
425,f1250310,"med_spec_tot,_pc,_hosp_resident",0
426,f0462119,"med_spec_tot,_pc,_hosp_ft_staff",0
427,f0462115,"med_spec_tot,_pc,_hosp_ft_staff",0
428,f0462110,"med_spec_tot,_pc,_hosp_ft_staff",0
429,f0462219,"med_spec_tot,_administration",0
430,f0462215,"med_spec_tot,_administration",0
431,f0462210,"med_spec_tot,_administration",0
432,f0462319,"med_spec_tot,_teaching",0
433,f0462315,"med_spec_tot,_teaching",0
434,f0462310,"med_spec_tot,_teaching",0
435,f1108019,"med_spec_tot,_research",0
436,f1108015,"med_spec_tot,_research",0
437,f1108010,"med_spec_tot,_research",0
438,f0462519,"med_spec_tot,_other",0
439,f0462515,"med_spec_tot,_other",0
440,f0462510,"med_spec_tot,_other",0
441,f1167419,"allergy_&_immunology,_total",0
442,f1167415,"allergy_&_immunology,_total",0
443,f1167410,"allergy_&_immunology,_total",0
444,f1167519,"allergy&immunology,tot_patn_cr",0
445,f1167515,"allergy&immunology,tot_patn_cr",0
446,f1167510,"allergy&immunology,tot_patn_cr",0
447,f1167619,"allergy&immunology,pc,off_based",0
448,f1167615,"allergy&immunology,pc,off_based",0
449,f1167610,"allergy&immunology,pc,off_based",0
450,f1250419,"allergy&immunology,hosp_resdnt",0
451,f1250415,"allergy&immunology,hosp_resdnt",0
452,f1250410,"allergy&immunology,hosp_resdnt",0
453,f1167919,"allergy&immunlgy,pc,hosp_ft_stf",0
454,f1167915,"allergy&immunlgy,pc,hosp_ft_stf",0
455,f1167910,"allergy&immunlgy,pc,hosp_ft_stf",0
456,f1168019,"allergy&immunlgy,administration",0
457,f1168015,"allergy&immunlgy,administration",0
458,f1168010,"allergy&immunlgy,administration",0
459,f1168119,"allergy&immunology,_teaching",0
460,f1168115,"allergy&immunology,_teaching",0
461,f1168110,"allergy&immunology,_teaching",0
462,f1168219,"allergy&immunology,_research",0
463,f1168215,"allergy&immunology,_research",0
464,f1168210,"allergy&immunology,_research",0
465,f1168319,"allergy&immunology,_other",0
466,f1168315,"allergy&immunology,_other",0
467,f1168310,"allergy&immunology,_other",0
468,f0463119,"cardiovas_dis,_total",0
469,f0463115,"cardiovas_dis,_total",0
470,f0463110,"cardiovas_dis,_total",0
471,f1108419,"cardiovas_dis,_total_patn_care",0
472,f1108415,"cardiovas_dis,_total_patn_care",0
473,f1108410,"cardiovas_dis,_total_patn_care",0
474,f0463319,"cardiovas_dis,_pc,_office_based",0
475,f0463315,"cardiovas_dis,_pc,_office_based",0
476,f0463310,"cardiovas_dis,_pc,_office_based",0
477,f1250519,"cardiovas_dis,_pc,_hosp_resdnt",0
478,f1250515,"cardiovas_dis,_pc,_hosp_resdnt",0
479,f1250510,"cardiovas_dis,_pc,_hosp_resdnt",0
480,f0463519,"cardiovas_dis,_pc,_hosp_ft_stf",0
481,f0463515,"cardiovas_dis,_pc,_hosp_ft_stf",0
482,f0463510,"cardiovas_dis,_pc,_hosp_ft_stf",0
483,f0997719,"cardiovas_dis,_administration",0
484,f0997715,"cardiovas_dis,_administration",0
485,f0997710,"cardiovas_dis,_administration",0
486,f0997819,"cardiovas_dis,_teaching",0
487,f0997815,"cardiovas_dis,_teaching",0
488,f0997810,"cardiovas_dis,_teaching",0
489,f1108619,"cardiovas_dis,_research",0
490,f1108615,"cardiovas_dis,_research",0
491,f1108610,"cardiovas_dis,_research",0
492,f0998019,"cardiovas_dis,_other",0
493,f0998015,"cardiovas_dis,_other",0
494,f0998010,"cardiovas_dis,_other",0
495,f0463619,"dermatology,_total",0
496,f0463615,"dermatology,_total",0
497,f0463610,"dermatology,_total",0
498,f1108719,"dermatology,_total_patnt_care",0
499,f1108715,"dermatology,_total_patnt_care",0
500,f1108710,"dermatology,_total_patnt_care",0
501,f0463819,"dermatology,_pc,_office_based",0
502,f0463815,"dermatology,_pc,_office_based",0
503,f0463810,"dermatology,_pc,_office_based",0
504,f1250619,"dermatology,_pc,_hosp_resident",0
505,f1250615,"dermatology,_pc,_hosp_resident",0
506,f1250610,"dermatology,_pc,_hosp_resident",0
507,f0464019,"dermatology,_pc,_hosp_ft_staff",0
508,f0464015,"dermatology,_pc,_hosp_ft_staff",0
509,f0464010,"dermatology,_pc,_hosp_ft_staff",0
510,f0998319,"dermatology,_administration",0
511,f0998315,"dermatology,_administration",0
512,f0998310,"dermatology,_administration",0
513,f0998419,"dermatology,_teaching",0
514,f0998415,"dermatology,_teaching",0
515,f0998410,"dermatology,_teaching",0
516,f1108919,"dermatology,_research",0
517,f1108915,"dermatology,_research",0
518,f1108910,"dermatology,_research",0
519,f0998619,"dermatology,_other",0
520,f0998615,"dermatology,_other",0
521,f0998610,"dermatology,_other",0
522,f0464119,"gastroenterology,_total",0
523,f0464115,"gastroenterology,_total",0
524,f0464110,"gastroenterology,_total",0
525,f1109019,"gastroenterology,_total_ptn_cr",0
526,f1109015,"gastroenterology,_total_ptn_cr",0
527,f1109010,"gastroenterology,_total_ptn_cr",0
528,f0464319,"gastroenterology,_pc,_off_based",0
529,f0464315,"gastroenterology,_pc,_off_based",0
530,f0464310,"gastroenterology,_pc,_off_based",0
531,f1250719,"gastroenterology,_pc,_hosp_res",0
532,f1250715,"gastroenterology,_pc,_hosp_res",0
533,f1250710,"gastroenterology,_pc,_hosp_res",0
534,f0464519,"gastroenterology,_pc,hsp_ft_stf",0
535,f0464515,"gastroenterology,_pc,hsp_ft_stf",0
536,f0464510,"gastroenterology,_pc,hsp_ft_stf",0
537,f0998919,"gastroenterology,_administrat",0
538,f0998915,"gastroenterology,_administrat",0
539,f0998910,"gastroenterology,_administrat",0
540,f0999019,"gastroenterology,_teaching",0
541,f0999015,"gastroenterology,_teaching",0
542,f0999010,"gastroenterology,_teaching",0
