fips_state_code,state_name,fips_county_code,county_name
,,000,Cokato city
,,000,Cold Spring city
,,000,Coleraine city
,,000,Cologne city
,,000,Columbia Heights city
,,000,Columbus city
,,000,Comfrey city
,,000,Comstock city
,,000,Conger city
,,000,Cook city
,,000,Coon Rapids city
,,000,Corcoran city
,,000,Correll city
,,000,Cosmos city
,,000,Cottage Grove city
,,000,Cottonwood city
,,000,Courtland city
,,000,Cromwell city
,,000,Crookston city
,,000,Crosby city
,,000,Crosslake city
,,000,Crystal city
,,000,Currie city
,,000,Cuyuna city
,,000,Cyrus city
,,000,Dakota city
,,000,Dalton city
,,000,Danube city
,,000,Danvers city
,,000,Darfur city
,,000,Darwin city
,,000,Dassel city
,,000,Dawson city
,,000,Dayton city
,,000,Deephaven city
,,000,Deer Creek city
,,000,Deer River city
,,000,Deerwood city
,,000,De Graff city
,,000,Delano city
,,000,Delavan city
,,000,Delhi city
,,000,Dellwood city
,,000,Denham city
,,000,Dennison city
,,000,Dent city
,,000,Detroit Lakes city
,,000,Dexter city
,,000,Dilworth city
,,000,Dodge Center city
,,000,Donaldson city
,,000,Donnelly city
,,000,Doran city
,,000,Dover city
,,000,Dovray city
,,000,Duluth city
,,000,Dumont city
,,000,Dundas city
,,000,Dundee city
,,000,Dunnell city
,,000,Eagan city
,,000,Eagle Bend city
,,000,Eagle Lake city
,,000,East Bethel city
,,000,East Grand Forks city
,,000,East Gull Lake city
,,000,Easton city
,,000,Echo city
,,000,Eden Prairie city
,,000,Eden Valley city
,,000,Edgerton city
,,000,Edina city
,,000,Effie city
,,000,Eitzen city
,,000,Elba city
,,000,Elbow Lake city
,,000,Elgin city
,,000,Elizabeth city
,,000,Elko New Market city
,,000,Elk River city
,,000,Elkton city
,,000,Ellendale city
,,000,Ellsworth city
,,000,Elmdale city
,,000,Elmore city
,,000,Elrosa city
,,000,Ely city
,,000,Elysian city
,,000,Emily city
,,000,Emmons city
,,000,Erhard city
,,000,Erskine city
,,000,Evan city
,,000,Evansville city
,,000,Eveleth city
,,000,Excelsior city
,,000,Eyota city
,,000,Fairfax city
,,000,Fairmont city
,,000,Falcon Heights city
,,000,Faribault city
,,000,Farmington city
,,000,Farwell city
,,000,Federal Dam city
,,000,Felton city
,,000,Fergus Falls city
,,000,Fertile city
,,000,Fifty Lakes city
,,000,Finlayson city
,,000,Fisher city
,,000,Flensburg city
,,000,Floodwood city
,,000,Florence city
,,000,Foley city
,,000,Forada city
,,000,Forest Lake city
,,000,Foreston city
,,000,Fort Ripley city
,,000,Fosston city
,,000,Fountain city
,,000,Foxhome city
,,000,Franklin city
,,000,Frazee city
,,000,Freeborn city
,,000,Freeport city
,,000,Fridley city
,,000,Frost city
,,000,Fulda city
,,000,Funkley city
,,000,Garfield city
,,000,Garrison city
,,000,Garvin city
,,000,Gary city
,,000,Gaylord city
,,000,Gem Lake city
,,000,Geneva city
,,000,Genola city
,,000,Georgetown city
,,000,Ghent city
,,000,Gibbon city
,,000,Gilbert city
,,000,Gilman city
,,000,Glencoe city
,,000,Glenville city
,,000,Glenwood city
,,000,Glyndon city
,,000,Golden Valley city
,,000,Gonvick city
,,000,Goodhue city
,,000,Goodridge city
,,000,Good Thunder city
,,000,Goodview city
,,000,Graceville city
,,000,Granada city
,,000,Grand Marais city
,,000,Grand Meadow city
,,000,Grand Rapids city
,,000,Granite Falls city
,,000,Grant city
,,000,Grasston city
,,000,Greenbush city
,,000,Greenfield city
,,000,Green Isle city
,,000,Greenwald city
,,000,Greenwood city
,,000,Grey Eagle city
,,000,Grove City city
,,000,Grygla city
,,000,Gully city
,,000,Hackensack city
,,000,Hadley city
,,000,Hallock city
,,000,Halma city
,,000,Halstad city
,,000,Hamburg city
,,000,Ham Lake city
,,000,Hammond city
,,000,Hampton city
,,000,Hancock city
,,000,Hanley Falls city
,,000,Hanover city
,,000,Hanska city
,,000,Harding city
,,000,Hardwick city
,,000,Harmony city
,,000,Harris city
,,000,Hartland city
,,000,Hastings city
,,000,Hatfield city
,,000,Hawley city
,,000,Hayfield city
,,000,Hayward city
,,000,Hazel Run city
,,000,Hector city
,,000,Heidelberg city
,,000,Henderson city
,,000,Hendricks city
,,000,Hendrum city
,,000,Henning city
,,000,Henriette city
,,000,Herman city
,,000,Hermantown city
,,000,Heron Lake city
,,000,Hewitt city
,,000,Hibbing city
,,000,Hill City city
,,000,Hillman city
,,000,Hills city
,,000,Hilltop city
,,000,Hinckley city
,,000,Hitterdal city
,,000,Hoffman city
,,000,Hokah city
,,000,Holdingford city
,,000,Holland city
,,000,Hollandale city
,,000,Holloway city
,,000,Holt city
,,000,Hopkins city
,,000,Houston city
,,000,Howard Lake city
,,000,Hoyt Lakes city
,,000,Hugo city
,,000,Humboldt city
,,000,Hutchinson city
,,000,Ihlen city
,,000,Independence city
,,000,International Falls city
,,000,Inver Grove Heights city
,,000,Iona city
,,000,Iron Junction city
,,000,Ironton city
,,000,Isanti city
,,000,Isle city
,,000,Ivanhoe city
,,000,Jackson city
,,000,Janesville city
,,000,Jasper city
,,000,Jeffers city
,,000,Jenkins city
,,000,Johnson city
,,000,Jordan city
,,000,Kandiyohi city
,,000,Karlstad city
,,000,Kasota city
,,000,Kasson city
,,000,Keewatin city
,,000,Kelliher city
,,000,Kellogg city
,,000,Kennedy city
,,000,Kenneth city
,,000,Kensington city
,,000,Kent city
,,000,Kenyon city
,,000,Kerkhoven city
,,000,Kerrick city
,,000,Kettle River city
,,000,Kiester city
,,000,Kilkenny city
,,000,Kimball city
,,000,Kinbrae city
,,000,Kingston city
,,000,Kinney city
,,000,La Crescent city
,,000,Lafayette city
,,000,Lake Benton city
,,000,Lake Bronson city
,,000,Lake City city
,,000,Lake Crystal city
,,000,Lake Elmo city
,,000,Lakefield city
,,000,Lake Henry city
,,000,Lakeland city
,,000,Lakeland Shores city
,,000,Lake Lillian city
,,000,Lake Park city
,,000,Lake St. Croix Beach city
,,000,Lake Shore city
,,000,Lakeville city
,,000,Lake Wilson city
,,000,Lamberton city
,,000,Lancaster city
,,000,Landfall city
,,000,Lanesboro city
,,000,Laporte city
,,000,La Prairie city
,,000,La Salle city
,,000,Lastrup city
,,000,Lauderdale city
,,000,Le Center city
,,000,Lengby city
,,000,Leonard city
,,000,Leonidas city
,,000,Le Roy city
,,000,Lester Prairie city
,,000,Le Sueur city
,,000,Lewiston city
,,000,Lewisville city
,,000,Lexington city
,,000,Lilydale city
,,000,Lindstrom city
,,000,Lino Lakes city
,,000,Lismore city
,,000,Litchfield city
,,000,Little Canada city
,,000,Little Falls city
,,000,Littlefork city
,,000,Long Beach city
,,000,Long Lake city
,,000,Long Prairie city
,,000,Longville city
,,000,Lonsdale city
,,000,Loretto city
,,000,Louisburg city
,,000,Lowry city
,,000,Lucan city
,,000,Luverne city
,,000,Lyle city
,,000,Lynd city
,,000,Mabel city
,,000,McGrath city
,,000,McGregor city
,,000,McIntosh city
,,000,McKinley city
,,000,Madelia city
,,000,Madison city
,,000,Madison Lake city
,,000,Magnolia city
,,000,Mahnomen city
,,000,Mahtomedi city
,,000,Manchester city
,,000,Manhattan Beach city
,,000,Mankato city
,,000,Mantorville city
,,000,Maple Grove city
,,000,Maple Lake city
,,000,Maple Plain city
,,000,Mapleton city
,,000,Mapleview city
,,000,Maplewood city
,,000,Marble city
,,000,Marietta city
,,000,Marine on St. Croix city
,,000,Marshall city
,,000,Mayer city
,,000,Maynard city
,,000,Mazeppa city
,,000,Meadowlands city
,,000,Medford city
,,000,Medicine Lake city
,,000,Medina city
,,000,Meire Grove city
,,000,Melrose city
,,000,Menahga city
,,000,Mendota city
,,000,Mendota Heights city
,,000,Mentor city
,,000,Middle River city
,,000,Miesville city
,,000,Milaca city
,,000,Milan city
,,000,Millerville city
,,000,Millville city
,,000,Milroy city
,,000,Miltona city
,,000,Minneapolis city
,,000,Minneiska city
,,000,Minneota city
,,000,Minnesota City city
,,000,Minnesota Lake city
,,000,Minnetonka city
,,000,Minnetonka Beach city
,,000,Minnetrista city
,,000,Mizpah city
,,000,Montevideo city
,,000,Montgomery city
,,000,Monticello city
,,000,Montrose city
,,000,Moorhead city
,,000,Moose Lake city
,,000,Mora city
,,000,Morgan city
,,000,Morris city
,,000,Morristown city
,,000,Morton city
,,000,Motley city
,,000,Mound city
,,000,Mounds View city
,,000,Mountain Iron city
,,000,Mountain Lake city
,,000,Murdock city
,,000,Myrtle city
,,000,Nashua city
,,000,Nashwauk city
,,000,Nassau city
,,000,Nelson city
,,000,Nerstrand city
,,000,Nevis city
,,000,New Auburn city
,,000,New Brighton city
,,000,Newfolden city
,,000,New Germany city
,,000,New Hope city
,,000,New London city
,,000,New Munich city
,,000,Newport city
,,000,New Prague city
,,000,New Richland city
,,000,New Trier city
,,000,New Ulm city
,,000,New York Mills city
,,000,Nicollet city
,,000,Nielsville city
,,000,Nimrod city
,,000,Nisswa city
,,000,Norcross city
,,000,North Branch city
,,000,Northfield city
,,000,North Mankato city
,,000,North Oaks city
,,000,Northome city
,,000,Northrop city
,,000,North St. Paul city
,,000,Norwood Young America city
,,000,Nowthen city
,,000,Oakdale city
,,000,Oak Grove city
,,000,Oak Park Heights city
,,000,Odessa city
,,000,Odin city
,,000,Ogema city
,,000,Ogilvie city
,,000,Okabena city
,,000,Oklee city
,,000,Olivia city
,,000,Onamia city
,,000,Ormsby city
,,000,Orono city
,,000,Oronoco city
,,000,Orr city
,,000,Ortonville city
,,000,Osakis city
,,000,Oslo city
,,000,Osseo city
,,000,Ostrander city
,,000,Otsego city
,,000,Ottertail city
,,000,Owatonna city
,,000,Palisade city
,,000,Parkers Prairie city
,,000,Park Rapids city
,,000,Paynesville city
,,000,Pease city
,,000,Pelican Rapids city
,,000,Pemberton city
,,000,Pennock city
,,000,Pequot Lakes city
,,000,Perham city
,,000,Perley city
,,000,Peterson city
,,000,Pierz city
,,000,Pillager city
,,000,Pine City city
,,000,Pine Island city
,,000,Pine River city
,,000,Pine Springs city
,,000,Pipestone city
,,000,Plainview city
,,000,Plato city
,,000,Plummer city
,,000,Plymouth city
,,000,Porter city
,,000,Preston city
,,000,Princeton city
,,000,Prinsburg city
,,000,Prior Lake city
,,000,Proctor city
,,000,Quamba city
,,000,Racine city
,,000,Ramsey city
,,000,Randall city
,,000,Randolph city
,,000,Ranier city
,,000,Raymond city
,,000,Red Lake Falls city
,,000,Red Wing city
,,000,Redwood Falls city
,,000,Regal city
,,000,Remer city
,,000,Renville city
,,000,Revere city
,,000,Rice city
,,000,Rice Lake city
,,000,Richfield city
,,000,Richmond city
,,000,Richville city
,,000,Riverton city
,,000,Robbinsdale city
,,000,Rochester city
,,000,Rock Creek city
,,000,Rockford city
,,000,Rockville city
,,000,Rogers city
,,000,Rollingstone city
,,000,Roosevelt city
,,000,Roscoe city
,,000,Roseau city
,,000,Rose Creek city
,,000,Rosemount city
,,000,Roseville city
,,000,Rothsay city
,,000,Round Lake city
,,000,Royalton city
,,000,Rush City city
,,000,Rushford city
,,000,Rushford Village city
,,000,Rushmore city
,,000,Russell city
,,000,Ruthton city
,,000,Rutledge city
,,000,Sabin city
,,000,Sacred Heart city
,,000,St. Anthony city
,,000,St. Anthony city
,,000,St. Augusta city
,,000,St. Bonifacius city
,,000,St. Charles city
,,000,St. Clair city
,,000,St. Cloud city
,,000,St. Francis city
,,000,St. Hilaire city
,,000,St. James city
,,000,St. Joseph city
,,000,St. Leo city
,,000,St. Louis Park city
,,000,St. Martin city
,,000,St. Marys Point city
,,000,St. Michael city
,,000,St. Paul city
,,000,St. Paul Park city
,,000,St. Peter city
,,000,St. Rosa city
,,000,St. Stephen city
,,000,St. Vincent city
,,000,Sanborn city
,,000,Sandstone city
,,000,Sargeant city
,,000,Sartell city
,,000,Sauk Centre city
,,000,Sauk Rapids city
,,000,Savage city
,,000,Scandia city
,,000,Scanlon city
,,000,Seaforth city
,,000,Sebeka city
,,000,Sedan city
,,000,Shafer city
,,000,Shakopee city
,,000,Shelly city
,,000,Sherburn city
,,000,Shevlin city
,,000,Shoreview city
,,000,Shorewood city
,,000,Silver Bay city
,,000,Silver Lake city
,,000,Skyline city
,,000,Slayton city
,,000,Sleepy Eye city
,,000,Sobieski city
,,000,Solway city
,,000,South Haven city
,,000,South St. Paul city
,,000,Spicer city
,,000,Springfield city
,,000,Spring Grove city
,,000,Spring Hill city
,,000,Spring Lake Park city
,,000,Spring Park city
,,000,Spring Valley city
,,000,Squaw Lake city
,,000,Stacy city
,,000,Staples city
,,000,Starbuck city
,,000,Steen city
,,000,Stephen city
,,000,Stewart city
,,000,Stewartville city
,,000,Stillwater city
,,000,Stockton city
,,000,Storden city
,,000,Strandquist city
,,000,Strathcona city
,,000,Sturgeon Lake city
,,000,Sunburg city
,,000,Sunfish Lake city
,,000,Swanville city
,,000,Taconite city
,,000,Tamarack city
,,000,Taopi city
,,000,Taunton city
,,000,Taylors Falls city
,,000,Tenstrike city
,,000,Thief River Falls city
,,000,Tintah city
,,000,Tonka Bay city
,,000,Tower city
,,000,Tracy city
,,000,Trail city
,,000,Trimont city
,,000,Trommald city
,,000,Trosky city
,,000,Truman city
,,000,Turtle River city
,,000,Twin Lakes city
,,000,Twin Valley city
,,000,Two Harbors city
,,000,Tyler city
,,000,Ulen city
,,000,Underwood city
,,000,Upsala city
,,000,Urbank city
,,000,Utica city
,,000,Vadnais Heights city
,,000,Vergas city
,,000,Vermillion city
,,000,Verndale city
,,000,Vernon Center city
,,000,Vesta city
,,000,Victoria city
,,000,Viking city
,,000,Villard city
,,000,Vining city
,,000,Virginia city
,,000,Wabasha city
,,000,Wabasso city
,,000,Waconia city
,,000,Wadena city
,,000,Wahkon city
,,000,Waite Park city
,,000,Waldorf city
,,000,Walker city
,,000,Walnut Grove city
,,000,Walters city
,,000,Waltham city
,,000,Wanamingo city
,,000,Wanda city
,,000,Warba city
,,000,Warren city
,,000,Warroad city
,,000,Waseca city
,,000,Watertown city
,,000,Waterville city
,,000,Watkins city
,,000,Watson city
,,000,Waubun city
,,000,Waverly city
,,000,Wayzata city
,,000,Welcome city
,,000,Wells city
,,000,Wendell city
,,000,Westbrook city
,,000,West Concord city
,,000,Westport city
,,000,West St. Paul city
,,000,West Union city
,,000,Whalan city
,,000,Wheaton city
,,000,White Bear Lake city
,,000,Wilder city
,,000,Willernie city
,,000,Williams city
,,000,Willmar city
,,000,Willow River city
,,000,Wilmont city
,,000,Wilton city
,,000,Windom city
,,000,Winger city
,,000,Winnebago city
,,000,Winona city
,,000,Winsted city
,,000,Winthrop city
,,000,Winton city
,,000,Wolf Lake city
,,000,Wolverton city
,,000,Woodbury city
,,000,Wood Lake city
,,000,Woodland city
,,000,Woodstock city
,,000,Worthington city
,,000,Wrenshall city
,,000,Wright city
,,000,Wykoff city
,,000,Wyoming city
,,000,Zemple city
,,000,Zimmerman city
,,000,Zumbro Falls city
,,000,Zumbrota city
,,000,Mississippi
,,001,Adams County
,,003,Alcorn County
,,005,Amite County
,,007,Attala County
,,009,Benton County
,,011,Bolivar County
,,013,Calhoun County
,,015,Carroll County
,,017,Chickasaw County
,,019,Choctaw County
,,021,Claiborne County
,,023,Clarke County
,,025,Clay County
,,027,Coahoma County
,,029,Copiah County
,,031,Covington County
,,033,DeSoto County
,,035,Forrest County
,,037,Franklin County
,,039,George County
,,041,Greene County
,,043,Grenada County
,,045,Hancock County
,,047,Harrison County
,,049,Hinds County
,,051,Holmes County
,,053,Humphreys County
,,055,Issaquena County
,,057,Itawamba County
,,059,Jackson County
,,061,Jasper County
,,063,Jefferson County
,,065,Jefferson Davis County
,,067,Jones County
,,069,Kemper County
,,071,Lafayette County
,,073,Lamar County
,,075,Lauderdale County
,,077,Lawrence County
,,079,Leake County
,,081,Lee County
,,083,Leflore County
,,085,Lincoln County
,,087,Lowndes County
,,089,Madison County
,,091,Marion County
,,093,Marshall County
,,095,Monroe County
,,097,Montgomery County
,,099,Neshoba County
,,101,Newton County
,,103,Noxubee County
,,105,Oktibbeha County
,,107,Panola County
,,109,Pearl River County
,,111,Perry County
,,113,Pike County
,,115,Pontotoc County
,,117,Prentiss County
,,119,Quitman County
,,121,Rankin County
,,123,Scott County
,,125,Sharkey County
,,127,Simpson County
,,129,Smith County
,,131,Stone County
,,133,Sunflower County
,,135,Tallahatchie County
,,137,Tate County
,,139,Tippah County
,,141,Tishomingo County
,,143,Tunica County
,,145,Union County
,,147,Walthall County
,,149,Warren County
,,151,Washington County
,,153,Wayne County
,,155,Webster County
,,157,Wilkinson County
,,159,Winston County
,,161,Yalobusha County
,,163,Yazoo County
,,000,Abbeville town
,,000,Aberdeen city
,,000,Ackerman town
,,000,Algoma town
,,000,Alligator town
,,000,Amory city
,,000,Anguilla town
,,000,Arcola town
,,000,Artesia town
,,000,Ashland town
,,000,Baldwyn city
,,000,Bassfield town
,,000,Batesville city
,,000,Bay St. Louis city
,,000,Bay Springs city
,,000,Beaumont town
,,000,Beauregard village
,,000,Belmont town
,,000,Belzoni city
,,000,Benoit town
,,000,Bentonia town
,,000,Beulah town
,,000,Big Creek village
,,000,Biloxi city
,,000,Blue Mountain town
,,000,Blue Springs village
,,000,Bolton town
,,000,Booneville city
,,000,Boyle town
,,000,Brandon city
,,000,Braxton village
,,000,Brookhaven city
,,000,Brooksville town
,,000,Bruce town
,,000,Bude town
,,000,Burnsville town
,,000,Byhalia town
,,000,Byram city
,,000,Caledonia town
,,000,Calhoun City town
,,000,Canton city
,,000,Carrollton town
,,000,Carthage city
,,000,Cary town
,,000,Centreville town
,,000,Charleston city
,,000,Chunky town
,,000,Clarksdale city
,,000,Cleveland city
,,000,Clinton city
,,000,Coahoma town
,,000,Coffeeville town
,,000,Coldwater town
,,000,Collins city
,,000,Columbia city
,,000,Columbus city
,,000,Como town
,,000,Corinth city
,,000,Courtland town
,,000,Crawford town
,,000,Crenshaw town
,,000,Crosby town
,,000,Crowder town
,,000,Cruger town
,,000,Crystal Springs city
,,000,Decatur town
,,000,De Kalb town
,,000,Derma town
,,000,Diamondhead city
,,000,D'Iberville city
,,000,D'Lo town
,,000,Doddsville town
,,000,Drew city
,,000,Duck Hill town
,,000,Dumas town
,,000,Duncan town
,,000,Durant city
,,000,Ecru town
,,000,Eden village
,,000,Edwards town
,,000,Ellisville city
,,000,Enterprise town
,,000,Ethel town
,,000,Eupora city
,,000,Falcon town
,,000,Falkner town
,,000,Farmington town
,,000,Fayette city
,,000,Flora town
,,000,Florence city
,,000,Flowood city
,,000,Forest city
,,000,French Camp town
,,000,Friars Point town
,,000,Fulton city
,,000,Gattman village
,,000,Gautier city
,,000,Georgetown town
,,000,Glen town
,,000,Glendora village
,,000,Gloster town
,,000,Golden town
,,000,Goodman town
,,000,Greenville city
,,000,Greenwood city
,,000,Grenada city
,,000,Gulfport city
,,000,Gunnison town
,,000,Guntown town
,,000,Hatley town
,,000,Hattiesburg city
,,000,Hazlehurst city
,,000,Heidelberg town
,,000,Hernando city
,,000,Hickory town
,,000,Hickory Flat town
,,000,Hollandale city
,,000,Holly Springs city
,,000,Horn Lake city
,,000,Houston city
,,000,Indianola city
,,000,Inverness town
,,000,Isola town
,,000,Itta Bena city
,,000,Iuka city
,,000,Jackson city
,,000,Jonestown town
,,000,Jumpertown town
,,000,Kilmichael town
,,000,Kosciusko city
,,000,Kossuth village
,,000,Lake town
,,000,Lambert town
,,000,Laurel city
,,000,Leakesville town
,,000,Learned town
,,000,Leland city
,,000,Lena town
,,000,Lexington city
,,000,Liberty town
,,000,Long Beach city
,,000,Louin town
,,000,Louise town
,,000,Louisville city
,,000,Lucedale city
,,000,Lula town
,,000,Lumberton city
,,000,Lyon town
,,000,Maben town
,,000,McComb city
,,000,McCool town
,,000,McLain town
,,000,Macon city
,,000,Madison city
,,000,Magee city
,,000,Magnolia city
,,000,Mantachie town
,,000,Mantee village
,,000,Marietta town
,,000,Marion town
,,000,Marks city
,,000,Mathiston town
,,000,Mayersville town
,,000,Meadville town
,,000,Mendenhall city
,,000,Meridian city
,,000,Merigold town
,,000,Metcalfe town
,,000,Mize town
,,000,Monticello town
,,000,Montrose town
,,000,Moorhead city
,,000,Morgan City town
,,000,Morton city
,,000,Moss Point city
,,000,Mound Bayou city
,,000,Mount Olive town
,,000,Myrtle town
,,000,Natchez city
,,000,Nettleton city
,,000,New Albany city
,,000,New Augusta town
,,000,New Hebron town
,,000,New Houlka town
,,000,Newton city
,,000,North Carrollton town
,,000,Noxapater town
,,000,Oakland town
,,000,Ocean Springs city
,,000,Okolona city
,,000,Olive Branch city
,,000,Osyka town
,,000,Oxford city
,,000,Pace town
,,000,Pachuta town
,,000,Paden village
,,000,Pascagoula city
,,000,Pass Christian city
,,000,Pearl city
,,000,Pelahatchie town
,,000,Petal city
,,000,Philadelphia city
,,000,Picayune city
,,000,Pickens town
,,000,Pittsboro village
,,000,Plantersville town
,,000,Polkville town
,,000,Pontotoc city
,,000,Pope village
,,000,Poplarville city
,,000,Port Gibson city
,,000,Potts Camp town
,,000,Prentiss town
,,000,Puckett village
,,000,Purvis city
,,000,Quitman city
,,000,Raleigh town
,,000,Raymond city
,,000,Renova town
,,000,Richland city
,,000,Richton town
,,000,Ridgeland city
,,000,Rienzi town
,,000,Ripley city
,,000,Rolling Fork city
,,000,Rosedale city
,,000,Roxie town
,,000,Ruleville city
,,000,Sallis town
,,000,Saltillo city
,,000,Sandersville town
,,000,Sardis town
,,000,Satartia village
,,000,Schlater town
,,000,Scooba town
,,000,Sebastopol town
,,000,Seminary town
,,000,Senatobia city
,,000,Shannon town
,,000,Shaw city
,,000,Shelby city
,,000,Sherman town
,,000,Shubuta town
,,000,Shuqualak town
,,000,Sidon town
,,000,Silver City town
,,000,Silver Creek town
,,000,Slate Springs village
,,000,Sledge town
,,000,Smithville town
,,000,Snow Lake Shores town
,,000,Soso town
,,000,Southaven city
,,000,Starkville city
,,000,State Line town
,,000,Stonewall town
,,000,Sturgis town
,,000,Summit town
,,000,Sumner town
,,000,Sumrall town
,,000,Sunflower town
,,000,Sylvarena village
,,000,Taylor village
,,000,Taylorsville town
,,000,Tchula town
,,000,Terry town
,,000,Thaxton town
,,000,Tishomingo town
,,000,Toccopola town
,,000,Tremont town
,,000,Tunica town
,,000,Tupelo city
,,000,Tutwiler town
,,000,Tylertown town
,,000,Union town
,,000,Utica town
,,000,Vaiden town
,,000,Vardaman town
,,000,Verona city
,,000,Vicksburg city
,,000,Walls town
,,000,Walnut town
,,000,Walnut Grove town
,,000,Walthall village
,,000,Water Valley city
,,000,Waveland city
,,000,Waynesboro city
,,000,Webb town
,,000,Weir town
,,000,Wesson town
,,000,West town
,,000,West Point city
,,000,Wiggins city
,,000,Winona city
,,000,Winstonville town
,,000,Woodland village
,,000,Woodville town
,,000,Yazoo City city
,,000,Missouri
,,001,Adair County
,,003,Andrew County
,,005,Atchison County
,,007,Audrain County
,,009,Barry County
,,011,Barton County
,,013,Bates County
,,015,Benton County
,,017,Bollinger County
,,019,Boone County
,,021,Buchanan County
,,023,Butler County
,,025,Caldwell County
,,027,Callaway County
,,029,Camden County
,,031,Cape Girardeau County
,,033,Carroll County
,,035,Carter County
,,037,Cass County
,,039,Cedar County
,,041,Chariton County
,,043,Christian County
,,045,Clark County
,,047,Clay County
,,049,Clinton County
,,051,Cole County
,,053,Cooper County
,,055,Crawford County
,,057,Dade County
,,059,Dallas County
,,061,Daviess County
,,063,DeKalb County
,,065,Dent County
,,067,Douglas County
,,069,Dunklin County
,,071,Franklin County
,,073,Gasconade County
,,075,Gentry County
,,077,Greene County
,,079,Grundy County
,,081,Harrison County
,,083,Henry County
,,085,Hickory County
,,087,Holt County
,,089,Howard County
,,091,Howell County
,,093,Iron County
,,095,Jackson County
,,097,Jasper County
,,099,Jefferson County
,,101,Johnson County
,,103,Knox County
,,105,Laclede County
,,107,Lafayette County
,,109,Lawrence County
,,111,Lewis County
,,113,Lincoln County
,,115,Linn County
,,117,Livingston County
,,119,McDonald County
,,121,Macon County
,,123,Madison County
,,125,Maries County
,,127,Marion County
,,129,Mercer County
,,131,Miller County
,,133,Mississippi County
,,135,Moniteau County
,,137,Monroe County
,,139,Montgomery County
,,141,Morgan County
,,143,New Madrid County
,,145,Newton County
,,147,Nodaway County
,,149,Oregon County
,,151,Osage County
,,153,Ozark County
,,155,Pemiscot County
,,157,Perry County
,,159,Pettis County
,,161,Phelps County
,,163,Pike County
,,165,Platte County
,,167,Polk County
,,169,Pulaski County
,,171,Putnam County
,,173,Ralls County
,,175,Randolph County
,,177,Ray County
,,179,Reynolds County
,,181,Ripley County
,,183,St. Charles County
,,185,St. Clair County
,,186,Ste. Genevieve County
,,187,St. Francois County
,,189,St. Louis County
,,195,Saline County
,,197,Schuyler County
,,199,Scotland County
,,201,Scott County
,,203,Shannon County
,,205,Shelby County
,,207,Stoddard County
,,209,Stone County
,,211,Sullivan County
,,213,Taney County
,,215,Texas County
,,217,Vernon County
,,219,Warren County
,,221,Washington County
,,223,Wayne County
,,225,Webster County
,,227,Worth County
,,229,Wright County
,,510,St. Louis city
,,011,Barton City township
,,011,Central township
,,011,City township
,,011,Doylesport township
,,011,Golden City township
,,011,Lamar township
,,011,Leroy township
,,011,Milford township
,,011,Nashville township
,,011,Newport township
,,011,Northfork township
,,011,Ozark township
,,011,Richland township
,,011,South West township
,,011,Union township
,,013,Charlotte township
,,013,Deepwater township
,,013,Deer Creek township
,,013,East Boone township
,,013,Elkhart township
,,013,Grand River township
,,013,Homer township
,,013,Howard township
,,013,Hudson township
,,013,Lone Oak township
,,013,Mingo township
,,013,Mound township
,,013,Mount Pleasant township
,,013,New Home township
,,013,Osage township
,,013,Pleasant Gap township
,,013,Prairie township
,,013,Rockville township
,,013,Shawnee township
,,013,Spruce township
,,013,Summit township
,,013,Walnut township
,,013,West Boone township
,,013,West Point township
,,025,Breckenridge township
,,025,Davis township
,,025,Fairview township
,,025,Gomer township
,,025,Grant township
,,025,Hamilton township
,,025,Kidder township
,,025,Kingston township
,,025,Lincoln township
,,025,Mirabile township
,,025,New York township
,,025,Rockford township
,,033,Carrollton township
,,033,Cherry Valley township
,,033,Combs township
,,033,De Witt township
,,033,Egypt township
,,033,Eugene township
,,033,Fairfield township
,,033,Hill township
,,033,Hurricane township
,,033,Leslie township
,,033,Moss Creek township
,,033,Prairie township
,,033,Ridge township
,,033,Rockford township
,,033,Stokes Mound township
,,033,Sugartree township
,,033,Trotter township
,,033,Van Horn township
,,033,Wakenda township
,,033,Washington township
,,041,Bee Branch township
,,041,Bowling Green township
,,041,Brunswick township
,,041,Chariton township
,,041,Clark township
,,041,Cockrell township
,,041,Cunningham township
,,041,Keytesville township
,,041,Mendon township
,,041,Musselfork township
,,041,Salisbury township
,,041,Salt Creek township
,,041,Triplett township
,,041,Wayland township
,,041,Yellow Creek township
,,057,Cedar township
,,057,Center township
,,057,Ernest township
,,057,Grant township
,,057,Lockwood township
,,057,Marion township
,,057,North township
,,057,North Morgan township
,,057,Pilgrim township
,,057,Polk township
,,057,Rock Prairie township
,,057,Sac township
,,057,Smith township
,,057,South township
,,057,South Morgan township
,,057,Washington township
,,061,Benton township
,,061,Colfax township
,,061,Grand River township
,,061,Harrison township
,,061,Jackson township
,,061,Jamesport township
,,061,Jefferson township
,,061,Liberty township
,,061,Lincoln township
,,061,Marion township
,,061,Monroe township
,,061,Salem township
,,061,Sheridan township
,,061,Union township
,,061,Washington township
,,063,Adams township
,,063,Camden township
,,063,Colfax township
,,063,Dallas township
,,063,Grand River township
,,063,Grant township
,,063,Polk township
,,063,Sherman township
,,063,Washington township
,,069,Buffalo township
,,069,Clay township
,,069,Cotton Hill township
,,069,Freeborn township
,,069,Holcomb township
,,069,Independence township
,,069,Salem township
,,069,Union township
,,075,Athens township
,,075,Bogle township
,,075,Cooper township
,,075,Howard township
